Rank,Name,Country,Sales,Profit,Assets,Market_value
59,IBM,United States,7359.999999999999,560.0,15600.0,11940.0
60,Roche Holding,Switzerland,6210.0,1520.0,9740.0,28710.000000000004
61,BMW Group,Germany,11280.0,430.0,28200.0,6980.0
62,MetLife,United States,6780.0,540.0,79510.0,5580.0
63,PetroChina,China,28070.0,290.0,38050.0,6670.0
64,LVMH Moët Hennessy Louis Vuitton,France,5090.0,540.0,13300.0,38030.0
65,Novartis,Switzerland,4860.0,810.0,13219.999999999998,19860.0
66,Taiwan Semiconductor,Taiwan,4810.0,1870.0,9830.0,55810.0
67,Home Depot,United States,13210.0,1290.0,7059.999999999999,35280.0
68,Shanghai Pudong Development,China,5230.0,850.0,121570.0,4740.0
68,Siemens,Germany,5800.0,490.00000000000006,14860.0,13980.000000000002
70,PepsiCo,United States,7130.0,750.0,9120.0,19920.0
71,Oracle,United States,3970.0000000000005,1280.0,11810.0,22770.0
72,Sanofi,France,4110.0,1400.0,14010.0,12740.0
73,Enel,Italy,7140.000000000001,300.0,20000.0,10540.0
74,AbbVie,United States,4580.0,459.99999999999994,15060.0,19040.0
75,Cisco Systems,United States,4800.0,1010.0,9560.0,22290.0
75,Zurich Insurance Group,Switzerland,5840.0,380.0,41380.0,6170.0
77,Bank of Nova Scotia,Canada,3070.0,509.99999999999994,91120.0,7530.0
78,Commonwealth Bank,Australia,2240.0,570.0,81620.0,12070.0
79,BHP Group,Australia,4610.0,690.0,10320.0,18610.0
79,UBS,Switzerland,3220.0000000000005,650.0,112580.0,5730.0
81,British American Tobacco,United States,3310.0,819.9999999999999,18820.0,9160.0
82,Honda Motor,Japan,12180.0,390.0,20130.0,5280.0
82,Intesa Sanpaolo,Italy,4580.0,370.0,122670.0,5330.0
84,Merck & Co.,United States,4780.0,710.0,9160.0,19600.0
85,Sumitomo Mitsui Financial,Japan,3860.0,490.00000000000006,225680.00000000003,4890.0
86,Rio Tinto,Australia,4450.0,969.9999999999999,9740.0,13530.000000000002
87,Japan Post Holdings,Japan,10660.0,420.0,287900.0,3479.9999999999995
88,US Bancorp,United States,2310.0,610.0,55340.0,8690.0
89,Anthem,United States,12190.0,459.99999999999994,8830.0,9200.0
90,Charter Communications,United States,4810.0,320.0,14610.0,12480.0
90,Unilever,United Kingdom,5780.0,630.0,8280.0,15110.0
92,Dell Technologies,United States,9430.0,330.0,12340.0,7740.000000000001
93,Manulife,Canada,5720.0,440.00000000000006,65500.0,4190.0
94,Hon Hai Precision,Taiwan,18200.0,350.0,13080.000000000002,6040.0
95,American Express,United States,3820.0000000000005,310.0,19140.0,12050.0
96,China Vanke,China,6260.0,610.0,28580.0,4220.0
97,GlaxoSmithKline,United Kingdom,4370.0,740.0,10990.0,9290.0
98,Truist Financial,United States,2430.0,490.00000000000006,51750.0,7780.0
99,Rosneft,Russia,7080.0,200.0,20750.0,7770.0
100,China State Construction Engineering,China,21530.0,610.0,32300.0,3300.0
101,JD.com,China,10830.0,720.0,6459.999999999999,11940.0
102,Coca-Cola,United States,3300.0,770.0,8730.0,23130.0
103,Iberdrola,Spain,3779.9999999999995,409.99999999999994,14990.0,8640.0
104,CITIC,Hong Kong,7130.0,730.0,125630.0,2950.0
105,Prudential,United Kingdom,5480.0,210.0,46950.0,5570.0
106,KDDI,Japan,4930.0,620.0,9840.0,7209.999999999999
107,Bank of Montreal,Canada,2450.0,409.99999999999994,76180.0,5940.0
108,Costco Wholesale,United States,17860.0,430.0,5490.0,16410.0
109,Itaú Unibanco Holding,Brazil,3720.0000000000005,370.0,38970.0,4850.0
110,State Bank of India,India,5060.0,310.0,63810.0,4079.9999999999995
111,Chubb,Switzerland,3610.0,350.0,17220.0,7330.0
112,Mitsubishi,Japan,11670.0,310.0,17970.0,4160.0
113,Vale,Brazil,4040.0,520.0,9210.0,9920.0
114,Capital One,United States,3160.0,270.0,42160.0,6240.0
115,PNC Financial Services,United States,1739.9999999999998,840.0,47440.0,7580.0
116,HDFC Bank,India,2070.0,409.99999999999994,23360.0,10590.0
117,Credit Agricole,France,4350.0,260.0,239950.0,4100.0
117,Itochu,Japan,9660.0,409.99999999999994,10780.0,4760.0
119,FedEx,United States,7870.0,300.0,8280.0,7630.0
120,Vodafone,United Kingdom,4970.0,280.0,18390.0,5260.0
121,Abbott Laboratories,United States,3460.0,450.0,7250.0,22030.0
122,Visa,United States,2150.0,1040.0,8040.000000000001,48390.0
123,SAP,Germany,3170.0,630.0,7150.0,16420.0
124,Thermo Fisher Scientific,United States,3220.0000000000005,640.0,6909.999999999999,19370.0
125,China Pacific Insurance,China,6120.0,360.0,26660.000000000004,3629.9999999999995
126,Lowe's,United States,8960.0,580.0,4830.0,14940.0
127,BlackRock,United States,1810.0000000000002,530.0,17700.0,12390.0
128,China Citic Bank,China,5040.0,710.0,114850.0,2650.0
129,Mizuho Financial,Japan,3030.0,370.0,211050.0,3629.9999999999995
130,Deutsche Post,Germany,7620.0,340.0,7050.0,7209.999999999999
131,Medtronic,Ireland,2790.0,290.0,9730.0,16970.0
132,Caterpillar,United States,4170.0,300.0,7830.0,12730.0
133,Hitachi,Japan,7870.0,320.0,10600.0,4590.0
134,Lockheed Martin,United States,6540.000000000001,680.0,5070.0,10920.0
135,Generali Group,Italy,9000.0,200.0,66800.0,3229.9999999999995
136,Target,United States,9360.0,440.00000000000006,5120.0,10400.0
137,Deere & Company,United States,3700.0,350.0,7550.0,12010.0
138,Honeywell International,United States,3260.0,480.0,6459.999999999999,16119.999999999998
139,SAIC Motor,China,10670.0,300.0,14060.0,3640.0
140,Country Garden Holdings,China,6730.0,509.99999999999994,30820.0,2720.0
141,ANZ,Australia,2030.0,240.0,74710.0,6340.0
141,Charles Schwab,United States,1380.0,400.0,56350.0,11690.0
143,Barclays,United Kingdom,2790.0,200.0,184470.0,4490.0
144,Broadcom,United States,2470.0,400.0,7700.0,19550.0
145,Munich Re,Germany,7390.000000000001,140.0,36870.0,4350.0
146,Enbridge,Canada,2820.0,250.0,12580.0,7559.999999999999
146,ING Group,Netherlands,2010.0000000000002,280.0,114680.0,4930.0
148,China Minsheng Bank,China,4900.0,490.00000000000006,106280.0,2450.0
149,Linde,United Kingdom,2720.0,250.0,8820.0,15160.0
150,Amgen,United States,2520.0,730.0,6290.0,14719.999999999998
151,Allstate,United States,4480.0,560.0,11790.0,3670.0000000000005
152,PayPal,United States,2140.0,420.0,7040.000000000001,31689.999999999996
153,Orange,France,4820.0,550.0,13580.000000000002,3300.0
154,Banco Bradesco,Brazil,2670.0,320.0,30630.0,4090.0
154,Hyundai Motor,South Korea,8810.0,120.0,19270.0,5400.0
156,Danaher,United States,2230.0,360.0,7620.0,17330.0
157,Westpac Banking Group,Australia,2190.0,150.0,65460.0,7180.0
158,L'Oréal,France,3190.0,409.99999999999994,5340.0,22570.0
159,Petrobras,Brazil,5270.0,140.0,19010.0,5330.0
160,NextEra Energy,United States,1720.0,290.0,12770.0,15880.000000000002
161,AstraZeneca,United Kingdom,2770.0,320.0,6670.0,13390.0
162,China Everbright Bank,China,3710.0,550.0,82080.0,2390.0
163,Salesforce.com,United States,2130.0,409.99999999999994,6630.0,21360.0
164,Oversea-Chinese Banking,Singapore,2450.0,260.0,39450.0,4010.0
165,Aviva,Venezuela,5900.0,360.0,63770.00000000001,2230.0
165,United Parcel Service,United States,8440.0,140.0,6240.0,15600.0
167,Progressive,United States,4260.0,570.0,6080.0,5780.0
168,NAB - National Australia Bank,Australia,1839.9999999999998,170.0,62129.99999999999,6809.999999999999
169,Accenture,Ireland,4570.0,550.0,4000.0,19090.0
170,Southern Company,United States,2020.0,310.0,12290.0,6870.0
171,Canadian Imperial Bank,Canada,1760.0000000000002,310.0,61290.0,4470.0
172,China Shenhua Energy,China,3390.0,520.0,8610.0,4240.0
173,SK Hynix,South Korea,2700.0,400.0,6550.0,8420.0
174,Philip Morris International,United States,2870.0,800.0,4480.0,14480.000000000002
175,VINCI,France,5010.0,140.0,11150.0,6140.0
176,Mondelez International,United States,2660.0,360.0,6780.0,8260.0
177,Lloyds Banking Group,United Kingdom,4340.0,110.00000000000001,119100.0,4250.0
178,Mitsui,Japan,5990.0,240.0,11470.0,3500.0
179,Union Pacific,United States,1950.0,530.0,6350.0,14850.0
180,3M,United States,3220.0000000000005,540.0,4730.0,11510.0
180,CK Hutchison,Hong Kong,3429.9999999999995,380.0,16180.000000000002,3160.0
182,ICICI Bank,India,2130.0,200.0,20790.0,5270.0
183,Midea Group,China,3910.0,360.0,5150.0,8550.0
184,Exelon,United States,3340.0,200.0,12930.000000000002,4510.0
185,Credit Suisse Group,Switzerland,3260.0,280.0,91160.0,2590.0
186,Eli Lilly,United States,2450.0,620.0,4660.0,18140.0
187,CNOOC,Hong Kong,2250.0,360.0,11030.0,4840.0
188,Legal & General Group,United Kingdom,6440.000000000001,210.0,77040.0,2290.0
189,Aflac,United States,2210.0,480.0,16410.0,3679.9999999999995
190,China Resources Land,Hong Kong,2710.0,430.0,13290.0,3450.0
191,BBVA-Banco Bilbao Vizcaya,Spain,3290.0,150.0,90070.0,3479.9999999999995
192,HCA Healthcare,United States,5150.0,380.0,4750.0,6640.000000000001
193,Duke Energy,United States,2390.0,140.0,16730.0,7740.000000000001
194,América Móvil,Mexico,4730.0,220.00000000000003,7559.999999999999,4830.0
195,Takeda Pharmaceutical,Japan,3000.0,170.0,11900.0,5330.0
196,DBS,Singapore,1320.0,340.0,49190.0,5540.0
197,Bank of New York Mellon,United States,1590.0,360.0,46960.0,4040.0
198,Longfor Group Holdings,China,2700.0,290.0,11700.0,3940.0
199,Schneider Electric,France,2870.0,240.0,6050.0,9130.0
200,Travelers,United States,3200.0,270.0,10910.0,3920.0000000000005
201,McDonald's,United States,1920.0,470.0,5260.0,17380.0
201,Poly Developments & Holdings Group,China,3429.9999999999995,340.0,18940.0,2660.0
203,Tokio Marine Holdings,Japan,4970.0,140.0,24760.0,3470.0000000000005
204,China Telecom,China,5700.0,300.0,10930.0,2770.0
205,Nike,United States,3850.0,340.0,3620.0000000000005,21220.0
206,Qualcomm,United States,2670.0,670.0,3750.0,15700.0
207,Centene,United States,11110.0,180.0,6980.0,3779.9999999999995
208,Micron Technology,United States,2350.0,320.0,5410.0,10170.0
209,Cathay Financial,Taiwan,3790.0,250.0,38940.0,2320.0
210,EDF,France,7870.0,74.1,37430.0,4440.0
211,Fubon Financial,Taiwan,3520.0000000000005,310.0,32840.0,2170.0
212,Sun Life Financial,Canada,2700.0,190.0,25050.0,3060.0
213,General Dynamics,United States,3790.0,320.0,5130.0,5230.0
214,Møller-Maersk,Denmark,3960.0,280.0,5610.0,4780.0
215,Volvo Group,Sweden,3679.9999999999995,210.0,6220.0,5220.0
216,Altria Group,United States,2080.0,450.0,4740.0,9690.0
217,Humana,United States,7709.999999999999,340.0,3510.0,5620.0
218,Anglo American,United Kingdom,3080.0,210.0,6250.0,5460.0
219,Netflix,United States,2500.0,280.0,3929.9999999999995,24210.0
220,HDFC,India,1620.0,240.0,10500.0,6240.0
221,Qatar National Bank,Qatar,1310.0,300.0,28630.0,4540.0
222,Xiaomi,China,3570.0000000000005,300.0,3879.9999999999995,8450.0
223,Air Liquide,France,2340.0,280.0,5140.0,7990.000000000001
224,Nordea Bank,Finland,1270.0,250.0,67610.0,4200.0
225,Northrop Grumman,United States,3679.9999999999995,320.0,4450.0,5580.0
226,ABB,Switzerland,2600.0,509.99999999999994,4110.0,6780.0
227,China Evergrande Group,China,7400.0,120.0,35190.0,2390.0
228,Seven & I Holdings,Japan,5440.0,170.0,6520.0,3690.0
229,KB Financial Group,South Korea,3080.0,290.0,56440.0,1839.9999999999998
230,Sunac China Holdings,China,3410.0,520.0,16950.0,1860.0000000000002
231,Kroger,United States,13250.0,260.0,5160.0,2830.0
232,EMD Group,Germany,2000.0,229.99999999999997,5160.0,7759.999999999999
233,E.ON,Germany,6950.0,100.0,12330.0,3070.0
234,PTT,Thailand,5160.0,120.0,8490.0,3640.0
234,Telefónica,Spain,4910.0,150.0,12850.0,2440.0
236,National Grid,United Kingdom,1880.0,190.0,8500.0,4430.0
237,HP,United States,5770.0,320.0,3470.0000000000005,4260.0
238,Danone,France,2690.0,220.00000000000003,5230.0,4640.0
239,Panasonic,Japan,6190.0,170.0,6459.999999999999,3010.0
240,Power Corp of Canada,Canada,4390.0,150.0,47640.0,1870.0
241,Mastercard,United States,1530.0,640.0,3360.0,38360.0
242,Baidu,China,1550.0,330.0,5090.0,7540.000000000001
243,PICC,China,8240.0,290.0,19200.0,1450.0
244,Fortum,Finland,5590.0,210.0,7070.0,2400.0
245,Fresenius,Germany,4140.0,190.0,8150.0,2540.0
246,Dow,United States,3850.0,120.0,6150.0,4820.0
247,Archer Daniels Midland,United States,6440.000000000001,180.0,4970.0,3320.0000000000005
248,Shinhan Financial Group,South Korea,2290.0,280.0,55720.00000000001,1760.0000000000002
249,ASML Holding,Netherlands,1590.0,409.99999999999994,3340.0,26760.000000000004
250,American Electric,United States,1490.0,220.00000000000003,8400.0,4400.0
251,Becton Dickinson,United States,1820.0,160.0,5470.0,7580.0
252,Gree Electric Appliances,China,2430.0,229.99999999999997,4029.9999999999995,5530.0
253,LafargeHolcim,Switzerland,2470.0,180.0,6020.0,3890.0
254,China Railway Group,China,14160.0,340.0,18350.0,1250.0
255,Automatic Data Processing,United States,1460.0,250.0,4930.0,8260.0
256,NVIDIA,United States,1670.0,430.0,2880.0,39610.0
257,KBC Group,Belgium,1360.0,160.0,39240.0,3130.0
258,Royal Ahold Delhaize N.V.,Netherlands,8520.0,160.0,4980.0,2860.0
259,Sun Hung Kai Properties,Hong Kong,1170.0,280.0,10050.0,4450.0
260,Novo Nordisk,Denmark,1939.9999999999998,640.0,2380.0,16730.0
261,Investor AB,Sweden,960.0,570.0,6950.0,6630.0
262,Tesla,United States,3150.0,69.0,5210.0,71010.0
263,Huaxia Bank,China,2290.0,300.0,48920.0,1480.0
264,Kweichow Moutai,China,1220.0,680.0,3260.0,39580.0
265,Citic Securities,China,1240.0,220.00000000000003,16100.0,3210.0
266,KIA,South Korea,5010.0,130.0,5570.0,3120.0
267,Japan Tobacco,Japan,1960.0000000000002,290.0,5210.0,3410.0
268,Dollar General,United States,3370.0000000000005,270.0,2850.0,5190.0
269,Posco,South Korea,4900.0,140.0,7280.0,2340.0
269,State Street,United States,1140.0,229.99999999999997,31689.999999999996,2800.0
271,Tesco,United Kingdom,7480.0,110.00000000000001,6400.0,2460.0
272,Banco do Brasil,Brazil,2400.0,229.99999999999997,31400.0,1510.0
272,Baoshan Iron & Steel,China,3910.0,160.0,5230.0,2800.0
274,Orix,Japan,2120.0,190.0,12910.0,2000.0
275,Fiserv,United States,1490.0,95.8,7459.999999999999,8340.0
276,China Unicom,Hong Kong,4400.0,180.0,9050.0,1760.0000000000002
276,Wilmar International,Singapore,5050.0,150.0,5100.0,2590.0
278,Sempra Energy,United States,1140.0,390.0,6659.999999999999,4180.0
279,LG Electronics,South Korea,5360.0,170.0,4440.0,2720.0
280,NN Group,Netherlands,2110.0,210.0,32139.999999999996,1580.0
281,Mitsubishi Electric,Japan,3890.0,160.0,4310.0,3310.0
282,Kering,France,1490.0,250.0,3429.9999999999995,9500.0
283,Diageo,United Kingdom,1470.0,140.0,4480.0,10440.0
284,Reckitt Benckiser Group,United Kingdom,1789.9999999999998,150.0,4280.0,6570.0
285,Bank of Beijing,China,1789.9999999999998,280.0,42120.0,1540.0
285,Poste Italiane,Italy,2760.0,130.0,33320.0,1680.0
285,ViacomCBS,United States,2590.0,240.0,5270.0,2540.0
288,Nomura,Japan,1650.0,260.0,43190.0,1639.9999999999998
289,BT Group,United Kingdom,2810.0,190.0,6920.0,2110.0
290,Henkel,Germany,2190.0,160.0,3770.0000000000005,5150.0
291,Dai-ichi Life Insurance,Japan,5790.0,65.76,61560.0,2070.0
292,Korea Electric Power,South Korea,4960.0,170.0,18700.0,1380.0
293,Ericsson,Sweden,2520.0,190.0,3310.0,4690.0
294,United Overseas Bank,Singapore,950.0,200.0,32670.0,3279.9999999999995
295,TC Energy,Canada,960.0,340.0,7870.0,4660.0
296,Bank Of Shanghai,China,1400.0,270.0,35880.0,1810.0000000000002
297,Adobe,United States,1370.0,560.0,2500.0,25100.0
298,Fannie Mae,United States,10960.0,1180.0,398610.0,280.0
299,CNP Assurances,France,3750.0,150.0,51570.00000000001,1360.0
300,Inditex,Spain,2340.0,130.0,3210.0,10610.0
301,Applied Materials,United States,1820.0,390.0,2330.0,12270.0
301,BCE,Canada,1710.0000000000002,180.0,4760.0,4210.0
303,Couche Tard,Canada,4310.0,270.0,2750.0,3590.0
304,Saudi Telecom,Saudi Arabia,1570.0,300.0,3250.0,6430.0
305,Bank of Ningbo,China,930.0000000000001,200.0,22640.0,3479.9999999999995
306,CaixaBank,Spain,1160.0,160.0,55250.0,2470.0
307,Macquarie Group,Australia,980.0000000000001,150.0,16540.0,4180.0
308,IntercontinentalExchange,United States,760.0,210.0,12620.0,6790.000000000001
309,Surgutneftegas,Russia,1880.0,840.0,7940.000000000001,1670.0
310,Deutsche Bank,Germany,3540.0,56.660000000000004,162150.0,2580.0
311,AT&T,United States,17180.0,-520.0,52579.99999999999,21380.0
312,Tyson Foods,United States,4280.0,200.0,3550.0,2820.0
313,Marsh & McLennan,United States,1720.0,200.0,3300.0,6490.000000000001
314,Ameriprise Financial,United States,1210.0,150.0,16590.0,2900.0
315,First Abu Dhabi Bank,United Arab Emirates,740.0,280.0,25020.0,4330.0
316,Hartford Financial Services,United States,2050.0,170.0,6920.0,2370.0
317,ExxonMobil,United States,17820.0,-2240.0,33280.0,23990.0
318,Freddie Mac,United States,6870.0,730.0,262740.0,150.0
319,Vivendi,France,1830.0,160.0,4660.0,3729.9999999999995
320,The Saudi National Bank,Saudi Arabia,660.0,300.0,15980.000000000002,6530.0
321,CRH,United States,2750.0,110.00000000000001,4490.0,3820.0000000000005
322,Tata Consultancy Services,India,2210.0,440.00000000000006,1789.9999999999998,15890.0
323,Philips,Netherlands,2230.0,140.0,3420.0000000000005,5480.0
324,Royal Dutch Shell,Netherlands,17020.0,-2220.0,37930.0,15200.0
325,Stryker,United States,1440.0,160.0,3429.9999999999995,9680.0
326,Etisalat,United Arab Emirates,1410.0,250.0,3620.0000000000005,5190.0
327,Mitsui Fudosan,Japan,1950.0,170.0,7359.999999999999,2220.0
328,Daiwa House Industry,Japan,3950.0,180.0,4830.0,2060.0
329,Shin-Etsu Chemical,Japan,1370.0,260.0,3150.0,7250.0
330,Daikin Industries,Japan,2290.0,140.0,2950.0,6100.0
331,CSX,United States,1060.0,280.0,4029.9999999999995,7490.000000000001
332,Lennar,United States,2330.0,300.0,3060.0,3320.0000000000005
332,LyondellBasell Industries,United Kingdom,2770.0,140.0,3540.0,3600.0
334,Swiss Life Holding,Switzerland,2390.0,110.00000000000001,26900.0,1639.9999999999998
335,Chevron,United States,9440.0,-550.0,23980.0,19850.0
336,General Mills,United States,1860.0000000000002,250.0,3260.0,3740.0
337,Newmont Mining,United States,1140.0,280.0,4140.0,5240.0
338,Barrick Gold,Canada,1250.0,229.99999999999997,4650.0,3950.0
338,China Railway Construction,China,13190.0,330.0,19000.0,890.0
340,Haier Smart Home,China,3030.0,130.0,3110.0,4180.0
341,Anhui Conch Cement,China,2270.0,490.00000000000006,2590.0,3300.0
341,Discover Financial Services,United States,1300.0,110.00000000000001,11330.0,3130.0
341,Texas Instruments,United States,1450.0,560.0,1939.9999999999998,17720.0
344,DNB,Norway,750.0,200.0,34090.0,3450.0
344,Total,France,11970.0,-760.0,26610.000000000004,11840.0
346,Nintendo,Japan,1580.0,409.99999999999994,2250.0,7120.0
347,Fortescue Metals Group,Australia,1550.0,630.0,2450.0,4960.0
348,China Yangtze Power,China,830.0000000000001,380.0,5000.0,7140.000000000001
349,Cardinal Health,United States,15650.0,140.0,4470.0,1800.0
350,Canadian National Railway,Canada,1030.0,270.0,3560.0,8450.0
351,BP,United Kingdom,18000.0,-2090.0,26770.0,8450.0
352,Walt Disney,United States,6040.0,-500.0,20190.0,33990.0
353,Hyundai Mobis,South Korea,3100.0,130.0,4460.0,2530.0
354,Eaton,Ireland,1789.9999999999998,140.0,3180.0,5620.0
354,Principal Financial Group,United States,1470.0,140.0,29660.000000000004,1720.0
356,New China Life Insurance,China,2990.0,210.0,15310.0,1190.0
357,Johnson Controls International,Ireland,2210.0,92.3,4140.0,4500.0
357,Woolworths,Australia,4620.0,97.28,3050.0,4120.0
359,RWE Group,Germany,1560.0,110.00000000000001,8100.0,2770.0
360,Bank Of Jiangsu,China,1490.0,210.0,33270.0,1400.0
361,Santander,Spain,7359.999999999999,-1000.0,184540.0,5960.0
362,Bank Rakyat Indonesia (BRI),Indonesia,1000.0,130.0,10760.0,3650.0
363,Fujitsu,Japan,3400.0,160.0,2940.0,3030.0
364,Maybank,Malaysia,1050.0,150.0,21300.0,2290.0
365,Toyota Industries,Japan,1939.9999999999998,120.0,5820.0,2720.0
366,Larsen & Toubro,India,1780.0,210.0,4200.0,2570.0
367,Gazprom,Russia,9050.0,-92.12,29489.999999999996,7350.0
368,Norfolk Southern,United States,980.0000000000001,200.0,3840.0,7350.0
369,Synchrony Financial,United States,1280.0,140.0,9590.0,2410.0
370,Keurig Dr Pepper,United States,1160.0,130.0,4980.0,5070.0
371,L3Harris Technologies,United States,1820.0,110.00000000000001,3700.0,4330.0
372,Greenland Holdings Group,China,6870.0,130.0,20630.0,1040.0
373,BAE Systems,United States,2470.0,170.0,3820.0000000000005,2320.0
374,Waste Management,United States,1520.0,150.0,2970.0,5700.0
375,Brookfield Asset Management,Canada,6340.0,-17.59,34370.0,6970.0
375,Xcel Energy,United States,1150.0,150.0,5630.0,3790.0
377,Anheuser-Busch InBev,Belgium,4680.0,-74.2,23000.0,13410.0
378,Raytheon Technologies,United States,6350.0,-350.0,16219.999999999998,11860.0
379,Emerson Electric,United States,1680.0,210.0,2370.0,5530.0
380,Al Rajhi Bank,Saudi Arabia,560.0,280.0,12500.0,6280.0
381,Boeing,United States,5820.0,-1190.0,15210.0,14480.000000000002
382,Sherwin-Williams,United States,1839.9999999999998,200.0,2039.9999999999998,7140.000000000001
383,VMware,United States,1180.0,210.0,2900.0,6880.0
384,Ally Financial,United States,1050.0,220.00000000000003,18190.0,1780.0
385,China Merchants Shekou Industrial Zone Holdings,China,1750.0,180.0,11270.0,1450.0
385,Imperial Brands,United Kingdom,2120.0,190.0,4180.0,2070.0
387,American Tower,United States,800.0,170.0,4720.0,11060.0
388,Norilsk Nickel,Russia,1570.0,350.0,2070.0,5320.0
389,China National Building,China,3700.0,180.0,6980.0,1290.0
390,Samsung Life Insurance,South Korea,2430.0,110.00000000000001,30970.0,1300.0
391,Emirates NBD,United Arab Emirates,969.9999999999999,170.0,19010.0,2060.0
392,Ford Motor,United States,12710.0,-130.0,26730.0,4880.0
393,Starbucks,United States,2320.0,66.47999999999999,3000.0,13930.000000000002
394,China Communications Construction,China,9080.0,229.99999999999997,19940.0,780.0
395,CTBC Financial,Taiwan,1340.0,150.0,23550.0,1530.0
396,AIRBUS,Netherlands,5690.0,-130.0,13469.999999999998,9760.0
396,Telecom Italia,Italy,1800.0,819.9999999999999,8960.0,1130.0
398,Zijin Mining Group,China,2660.0,120.0,2900.0,3490.0
399,National Bank of Canada,Canada,810.0,160.0,26900.0,2370.0
400,SEB AB,Sweden,700.0,170.0,37020.0,2770.0
400,Sompo,Japan,3440.0,93.19,12330.0,1370.0
402,Aon,Ireland,1110.0,200.0,3210.0,5400.0
403,Weichai Power,China,2850.0,130.0,4140.0,2010.0000000000002
404,Carrier Global,United States,1750.0,200.0,2510.0,3810.0
